Full Name,Email,Age,Zip,Phone,Gender,Password,Street,Major
Branson Wiegand Jr.,bwi3191@lionstate.edu,21,47850,9378523410,M,qocb0jon,453 North Elm Dr.,STAT
Carolyn Greenfelder,cgr2892@lionstate.edu,19,30464,9165250831,F,xy9mo4ch,55 Hall St.,MATH
Cierra Christiansen,cch7675@lionstate.edu,21,60963,6977807511,M,nc83dfhd,608 North Addison St.,MATH
Carley Collins,cco4658@lionstate.edu,21,91803,1992980700,F,32gvv474,285 Dogwood Drive,STAT
Chanelle Armstrong,car7539@lionstate.edu,18,32449,5333828844,F,50oqcctn,83 Corona Street,CMPSC
Coby Quitzon,cqu9106@lionstate.edu,20,67144,8316225985,F,tw5426ed,7313 Stillwater Lane,EE
Candice Nikolaus,cni4297@lionstate.edu,20,95757,1422157691,M,evxf35zl,7130 Longfellow Dr.,CMPEN
Bernhard Lakin I,bla8825@lionstate.edu,21,96059,2415880072,M,1dtdo40q,7764 Union Avenue,CMPEN
Breanne Ankunding,ban4029@lionstate.edu,21,34241,4645581414,F,00i72mf0,358 Marvon Ave.,CHEM
Clare Wilderman,cwi9611@lionstate.edu,19,6854,7152598683,M,i6uh8tg6,7529 Old Sunset Road,DS
Casey Mann,cma2608@lionstate.edu,19,62677,4682603660,F,nvxhowyn,8401 Green Rd.,CMPEN
Caterina Keebler,cke2909@lionstate.edu,19,47260,1007182937,F,y3ujhb8l,7313 Stillwater Lane,CHEM
Cassie Ondricka,con6570@lionstate.edu,21,32139,4899309617,F,o00ttgut,9599 La Sierra St.,STAT
Cooper Schamberger,csc4424@lionstate.edu,22,81027,4622669602,M,45ncapyh,708 York Dr.,CMPEN
Bert Cole,bco6864@lionstate.edu,21,50309,2929212474,M,ksq8h86c,87 Vermont St.,EE
Aiden Feeney,afe8207@lionstate.edu,19,33162,2258949793,M,wm1cdnuo,9659 Rosewood Drive,EE
Ada Morissette,amo1787@lionstate.edu,18,62232,6915576841,F,9jwi71sj,232 W. Homewood Ave.,CMPSC
Berry Paucek V,bpa4624@lionstate.edu,19,94509,8429747110,M,vwy31jv7,9408 Anderson Court,PHYS
Constantin West,cwe7743@lionstate.edu,21,62058,8504392733,M,1zvd1snn,83 Corona Street,CMPEN
Beau Langosh V,bla3620@lionstate.edu,21,6612,7433173344,F,qgdussoj,461 Heather Street,EE
Constance Spencer,csp1832@lionstate.edu,21,61358,5847632885,M,px5st392,780 East Redwood Drive,EE
Alek Harªann,aha9580@lionstate.edu,22,83464,2847122625,M,cqbh45an,7764 Union Avenue,PHYS
Carmella Schmitt DDS,csc4465@lionstate.edu,21,62675,2787595481,M,4ad4so3q,9408 Anderson Court,ECON
Bettie Keeling,bke2342@lionstate.edu,21,91915,2276226151,M,ms07pcfx,780 East Redwood Drive,MATH
Carrie Heidenreich,che2186@lionstate.edu,21,60184,7144497996,M,u618ku61,88 Harrison Street,CMPEN
Alan Roob,aro5610@lionstate.edu,21,72079,9217564613,F,44vdzjle,4 Old Academy Drive,ECON
Brent Murphy,bmu2685@lionstate.edu,20,30093,4162549144,F,mesb9dvn,8131 Elizabeth Ave.,DS
Belle Shanahan,bsh2898@lionstate.edu,20,81325,6657788882,M,z1wbo8rz,8401 Green Rd.,CMPSC
Clemmie Auer,cau6355@lionstate.edu,21,66429,5356464095,M,zfwpjz8k,453 North Elm Dr.,IST
Chadrick Bahringer,cba9384@lionstate.edu,18,61776,5628463457,F,9ud209h4,655 East Branch Dr.,CMPEN
Danika Howe,dho6824@lionstate.edu,22,61753,4232529749,M,17wgtqdn,9659 Rosewood Drive,MATH
Abigayle Lind Sr.,ali8320@lionstate.edu,20,96797,2994009710,M,ctvqpw3f,7450 West Manchester Street,CMPSC
Abigayle Kuphal II,aku5912@lionstate.edu,21,31554,7438345423,F,xi209spb,7529 Old Sunset Road,MATH
Cleveland Altenwerth DDS,cal6530@lionstate.edu,22,19941,2677023225,F,0nj3c33c,798 North Euclid Drive,DS
Alene Strosin,ast1417@lionstate.edu,19,50455,7281157019,M,lsrte554,9236 El Dorado St.,CMPEN
Clarissa Kessler,cke2083@lionstate.edu,19,62001,2922851940,F,v2cjbrvc,963 Court Road,CHEM
Daniela Roberts,dro6812@lionstate.edu,18,60707,6217755722,M,045ar2mf,9599 La Sierra St.,ECON
Carmela Schowalter,csc6517@lionstate.edu,21,72947,7861893908,F,pcccpp55,7764 Union Avenue,STAT
Bessie Dooley,bdo2641@lionstate.edu,19,33873,1971405319,F,8f2lqduk,7529 Old Sunset Road,IST
Braden Legros,ble4792@lionstate.edu,22,61071,4115029491,M,8i6is0ah,9420 Tallwood Street,EE
Brannon Olson,bol9798@lionstate.edu,18,46268,9621002667,F,rjpdf3er,78 South Brewery Ave.,ECON
Carolina Keebler,cke5290@lionstate.edu,20,50511,4214618163,M,zkvrp5jt,863 Stillwater Road,EE
Abbey Gulgowski,agu4622@lionstate.edu,18,91803,5898278861,M,5uvu9byo,7195 North Canterbury Circle,DS
Brook Fahey,bfa8479@lionstate.edu,20,46506,6536655445,F,9jmi0zwo,453 North Elm Dr.,CMPSC
D'angelo Bauch,dba2379@lionstate.edu,19,95234,7505358527,F,msl605wk,9236 El Dorado St.,DS
Al Schamberger,asc5301@lionstate.edu,18,32667,9511676372,M,tj74r303,9599 La Sierra St.,CSE
Cathryn Dach MD,cda4101@lionstate.edu,20,46774,3502940059,M,xs85pn08,18 Lakeview Street,MATH
Adrian Jacobson I,aja6920@lionstate.edu,18,95303,3778021432,F,957kzj9i,266 Second Street,CMPEN
Albin Effertz,aef3745@lionstate.edu,21,93615,6489956267,M,laqw8wy4,251 West Sheffield Drive,CHEM
Candido Corwin,cco1519@lionstate.edu,22,60458,1177061592,M,xgedsmm3,8401 Green Rd.,IST
Brooklyn Roob,bro8229@lionstate.edu,19,51033,8814372695,F,wd4s9vg9,8985 Cambridge Ave.,ECON
Damian Cremin,dcr2568@lionstate.edu,21,62689,9954381442,F,kmi4uxpg,120 Heritage Lane,CHEM
Aditya Powlowski,apo8918@lionstate.edu,18,62694,1379175107,M,v05k1v63,7130 Longfellow Dr.,STAT
Bryce Beahan,bbe8960@lionstate.edu,18,95717,1356781137,F,thufxhze,7764 Union Avenue,DS
Carol Price,cpr2105@lionstate.edu,18,47802,6533792049,F,y8x1jptl,91 S. Gartner Street,ECON
Dane Hirthe,dhi1400@lionstate.edu,18,61049,4132080058,M,1va14zi3,119 Harvey Street,CHEM
Alexandre O'Hara,ao'9620@lionstate.edu,20,32218,8854565500,M,p7zeye92,461 Heather Street,EE
Catharine Stamm,cst7897@lionstate.edu,19,80203,3795340714,F,hqjkh5qw,251 West Sheffield Drive,IST
Cecilia Wilderman,cwi9823@lionstate.edu,18,93657,3164914600,F,ld6euu2f,798 North Euclid Drive,CHEM
Camren Murphy,cmu4682@lionstate.edu,19,62311,9945148447,F,g1pp37m7,182 Spring Street,EE
Alejandrin Brekke,abr4642@lionstate.edu,21,31757,1869270397,F,ysawmj9y,336 Myrtle Street,STAT
Cloyd Walsh,cwa6554@lionstate.edu,21,32464,8779671930,F,qe0iy7nq,78 South Brewery Ave.,DS
Aisha Wolff II,awo8057@lionstate.edu,22,46239,7157746934,M,n24jab1u,8687 N. Sleepy Hollow Court,PHYS
Chaim Batz,cba7752@lionstate.edu,20,91941,4392090568,F,7ypnjh47,285 Dogwood Drive,CSE
Breanna Turcotte,btu9894@lionstate.edu,18,95824,2336361264,F,v9p6v25z,87 Vermont St.,CMPSC
Citlalli Strosin,cst5445@lionstate.edu,21,92131,2249960857,F,bgqgje4n,285 Dogwood Drive,CMPEN
Danny Boyer,dbo6055@lionstate.edu,19,32211,9596105189,M,ibqumeb3,453 North Elm Dr.,STAT
Colton Simonis I,csi7325@lionstate.edu,22,62938,6977284056,M,m6nwqse8,259 Cleveland Road,EE
Einar Homenick I,eho2438@lionstate.edu,19,81654,7602571885,F,t9rgkjvk,8687 N. Sleepy Hollow Court,CMPSC
Gladyce Langworth,gla6703@lionstate.edu,21,30619,7358826683,F,citvflsq,4 Old Academy Drive,IST
Eileen Ullrich,eul3401@lionstate.edu,18,67450,3288744458,F,wiz18kft,863 Stillwater Road,EE
Giovanni Jerde,gje5238@lionstate.edu,20,83856,4437835595,M,ukbofbpy,26 Johnson St.,ECON
Ferne Emard,fem3105@lionstate.edu,22,81320,1636378293,F,maw8k1p2,88 Harrison Street,EE
Elwin Waelchi,ewa3673@lionstate.edu,21,96701,5445272807,F,2a5d4gvm,798 North Euclid Drive,CMPEN
Earl Dare,eda6907@lionstate.edu,22,95680,8648771218,F,n1otsmb8,259 Cleveland Road,IST
Gilda Parisian,gpa9063@lionstate.edu,20,47805,2228691354,F,0uek82zt,26 Johnson St.,ECON
Ilene Schamberger,isc1736@lionstate.edu,19,81521,2398899151,F,gfqase8s,119 Harvey Street,MATH
Ila Emmerich,iem2812@lionstate.edu,20,6059,9387404641,M,rzhtvxf3,361 E. Sierra Street,CMPEN
Ewald Koelpin,eko8983@lionstate.edu,19,32789,1865723259,F,7sgf01vp,185 E. Trenton Street,CHEM
Gerard Jakubowski DDS,gja2457@lionstate.edu,18,62548,2868392259,F,20u4p5x8,461 Heather Street,ECON
Domingo Gulgowski,dgu6109@lionstate.edu,18,80302,8977296546,F,4qtlequ2,18 Lakeview Street,IST
Emmie Mosciski,emo2262@lionstate.edu,19,52156,3565062594,F,rj6abnmm,182 Spring Street,MATH
Dr. Buster Beahan,dbu9499@lionstate.edu,22,62928,3301492114,F,qqnuxtqz,3 North Linden Ave.,CMPSC
Gilberto Legros,gle6196@lionstate.edu,21,85626,1897642691,F,nwu9w5mv,119 Harvey Street,CSE
Dr. Ashton Stehr,das7737@lionstate.edu,22,72360,9887573433,M,ucsw5qmf,9659 Rosewood Drive,CMPEN
Elbert Davis,eda3706@lionstate.edu,22,51577,6236712453,M,nfl28k41,285 Dogwood Drive,CMPSC
Gardner Rippin,gri9899@lionstate.edu,21,46974,2935297744,M,3nsynvz6,9420 Tallwood Street,EE
Floy Koss,fko5077@lionstate.edu,20,80744,3614103389,F,4pvvl7p1,8985 Cambridge Ave.,CSE
Elvera Auer Jr.,eau5556@lionstate.edu,21,60511,4414304742,F,cf5aejxt,78 South Brewery Ave.,IST
Dolores Ledner,dle5410@lionstate.edu,19,67490,7448317180,F,9s8t276n,963 Court Road,CSE
Dr. Karelle Koss,dka3721@lionstate.edu,20,30097,7535570080,M,69gexir6,88 Harrison Street,PHYS
Derick O'Hara,do'6054@lionstate.edu,22,51442,8358735163,M,70pipr2e,120 Heritage Lane,PHYS
Ella Waelchi,ewa2037@lionstate.edu,20,92113,6863198544,F,poakps30,8985 Cambridge Ave.,PHYS
Dorothy Wunsch,dwu9169@lionstate.edu,21,61761,9279633923,F,apbb4k6x,655 East Branch Dr.,CMPEN
Friedrich O'Kon II,fo'6167@lionstate.edu,18,66091,7811756413,F,5z1mvehd,55 Hall St.,MATH
Dortha Ondricka,don6643@lionstate.edu,19,62633,9416385067,M,ew3xk7ww,120 Heritage Lane,PHYS
Dr. Leilani Purdy,dle3899@lionstate.edu,22,32168,6607563285,M,hr9gvnwp,9420 Tallwood Street,ECON
Hayden Conn,hco5500@lionstate.edu,19,95459,1937947807,F,l9uczvs1,361 E. Sierra Street,EE
Frank Williamson,fwi8821@lionstate.edu,21,30105,6021059609,F,idkbon4x,461 Heather Street,IST
Fausto Bernhard III,fbe8649@lionstate.edu,22,47926,5017188306,F,hod33g2g,7450 West Manchester Street,STAT
Ethan Johnston,ejo5512@lionstate.edu,18,80910,5929288056,M,xgzmz7gb,91 S. Gartner Street,IST
Gretchen Spinka I,gsp6165@lionstate.edu,20,95553,6563518418,F,im9dpro0,18 Lakeview Street,IST
Hayden Schroeder,hsc7353@lionstate.edu,19,94103,5028017701,M,yr2i3klq,91 S. Gartner Street,CMPEN
Erin Reilly II,ere1755@lionstate.edu,22,95324,8035385807,M,x50p3uzk,119 Harvey Street,DS
Garett Balistreri,gba7661@lionstate.edu,22,30820,2876601021,M,miklog0x,963 Court Road,PHYS
Earl Harvey,eha5861@lionstate.edu,19,46721,7174227539,M,3bhnzahn,182 Spring Street,MATH
Darrel Schmitt,dsc6643@lionstate.edu,20,52801,7287955627,F,lnjgs77d,361 E. Sierra Street,CHEM
Deshawn Williamson,dwi1180@lionstate.edu,20,62682,2529148893,M,abcfoz4u,232 W. Homewood Ave.,CHEM
Edmond Beatty,ebe7690@lionstate.edu,22,95060,6616351983,M,i9hg2u5p,8985 Cambridge Ave.,CHEM
Garrison Brekke,gbr1918@lionstate.edu,20,90401,9136095309,F,jl6pbnsl,9408 Anderson Court,CSE
Eddie Botsford II,ebo5772@lionstate.edu,21,32568,8696940266,M,5sq8neye,232 W. Homewood Ave.,MATH
Fabian Murphy,fmu1882@lionstate.edu,20,61231,7146967219,F,ncm9m5oz,185 E. Trenton Street,ECON
Iliana Little,ili9357@lionstate.edu,19,47386,3721975304,F,hh2csxcn,266 Second Street,IST
Elsa Bernhard,ebe1511@lionstate.edu,22,62023,4807950043,M,86efj62b,55 Hall St.,CSE
Gabrielle Bednar I,gbe6590@lionstate.edu,18,32327,9515642229,M,ixot9bd0,7313 Stillwater Lane,CSE
Eula Lockman,elo4775@lionstate.edu,22,80525,8933394712,M,meze5wgr,182 Spring Street,CHEM
Dr. Zachary Corwin,dza5980@lionstate.edu,20,92021,9418203245,M,0q4zrpw7,91 S. Gartner Street,DS
Earline Mitchell,emi8232@lionstate.edu,22,50538,4004642397,M,zigib19y,780 East Redwood Drive,STAT
Dr. Devante Ritchie,dde2898@lionstate.edu,21,61479,8337051465,F,919nl0rg,182 Spring Street,EE
Harvey Becker,hbe2422@lionstate.edu,18,67843,7619496573,F,szlotcme,120 Heritage Lane,CMPSC
Desiree Ullrich,dul8690@lionstate.edu,19,62243,9498551789,F,958ncrhf,495 Jockey Hollow Ave.,DS
Delilah Osinski,dos5296@lionstate.edu,19,51058,5281811092,M,vtsv9lap,7130 Longfellow Dr.,PHYS
Hilbert Hagenes,hha5862@lionstate.edu,22,61465,4188689035,M,1jrl9g2g,251 West Sheffield Drive,CHEM
Gerardo Lindgren,gli8369@lionstate.edu,19,72342,1792740203,F,36w1lq62,182 Spring Street,CSE
Dr. Sydnie Jacobi,dsy2833@lionstate.edu,21,60462,4139326836,M,4f0t44o5,78 South Brewery Ave.,DS
Erik Jakubowski,eja9335@lionstate.edu,21,62817,8647080018,F,6c9w263u,9420 Tallwood Street,CHEM
Dr. Tomasa Kerluke,dto9651@lionstate.edu,21,80011,7329101207,M,2cqalv1d,4 Old Academy Drive,CMPEN
Garrison Haag,gha1127@lionstate.edu,18,60002,7573287335,F,64mrwty5,358 Marvon Ave.,IST
Daphnee Greenfelder,dgr2584@lionstate.edu,21,60563,1233588100,M,1ty7j48p,185 E. Trenton Street,CMPEN
Hiram Quitzon III,hqu9235@lionstate.edu,21,32801,4903500860,F,ea1bz0su,708 York Dr.,PHYS
Dr. Lizeth Brakus,dli7331@lionstate.edu,18,72007,3508624415,F,luzms3yv,8131 Elizabeth Ave.,CMPEN
Faye Keeling DDS,fke9331@lionstate.edu,18,33182,2078064156,F,ndollp4n,63 Lake Forest Road,CHEM
Hattie Schmeler,hsc9271@lionstate.edu,19,86503,2021711669,M,oolicjki,9408 Anderson Court,MATH
Esther Gaylord,ega5701@lionstate.edu,18,60471,6784967899,F,nxaztmsb,780 East Redwood Drive,MATH
Elisa Hahn,eha3605@lionstate.edu,18,62867,3579290143,M,6fbe4n5f,708 York Dr.,EE
Domenic Grant,dgr3445@lionstate.edu,21,30143,1876898305,F,2hraep3u,655 East Branch Dr.,EE
Eliezer Wilkinson,ewi7719@lionstate.edu,19,94597,7855436910,F,j8dbqrn2,639 Princeton Rd.,PHYS
Domenica Ratke,dra6398@lionstate.edu,22,46032,1067392707,F,33gcwtga,185 E. Trenton Street,STAT
Ilene Bashirian DVM,iba6268@lionstate.edu,19,6785,2373401867,M,rwnkxe3q,63 Lake Forest Road,CSE
Estefania Feest,efe7194@lionstate.edu,19,72476,8326378039,F,pcvwpys8,8131 Elizabeth Ave.,EE
Hillary Satterfield,hsa7005@lionstate.edu,20,51440,9102721671,F,k47muh9j,266 Second Street,CHEM
Dr. Henri Swift,dhe4675@lionstate.edu,20,32140,3212036007,M,8ir9plfy,655 East Branch Dr.,CMPSC
Gwendolyn Luettgen,glu5165@lionstate.edu,18,67749,2524956447,F,p60j3gfp,7764 Union Avenue,CHEM
Gudrun Rowe,gro7380@lionstate.edu,19,52314,2556843699,F,9elp97f2,308 Mammoth Dr.,PHYS
Harmony McLaughlin DDS,hmc3828@lionstate.edu,19,34769,1334977907,F,ivj4t8l7,361 E. Sierra Street,CSE
Emmet Rath,era1993@lionstate.edu,18,92210,2376100241,M,lt2o6bz7,608 North Addison St.,STAT
Ernestine Krajcik,ekr7262@lionstate.edu,21,80031,8791374936,M,xq9c6pak,963 Court Road,ECON
Geovanni Romaguera Jr.,gro1175@lionstate.edu,19,62982,3605477070,M,chgtsi7m,285 Dogwood Drive,CHEM
Franco Windler,fwi1167@lionstate.edu,20,20009,7228338851,F,uu0g93w1,8131 Elizabeth Ave.,ECON
Filiberto Cole,fco4453@lionstate.edu,20,46808,7188192094,M,x2a4uyte,4 Old Academy Drive,CHEM
Heaven Howell,hho2415@lionstate.edu,20,62324,1051879878,M,i3vn6szs,55 Hall St.,CHEM
Devan Gleichner,dgl1808@lionstate.edu,22,47436,3075621077,F,bevy1uqk,182 Spring Street,DS
Deondre Prohaska,dpr1912@lionstate.edu,18,72838,2707199904,F,kwxx5jy0,453 North Elm Dr.,STAT
Gerson Daugherty,gda4655@lionstate.edu,20,60955,3607604692,M,ajy7neci,91 S. Gartner Street,PHYS
Darien Guªann,dgu3121@lionstate.edu,19,50604,5572234284,M,frzsnvre,8131 Elizabeth Ave.,CMPEN
Gonzalo Rice,gri9047@lionstate.edu,19,31830,1965500558,M,zxgp56he,83 Corona Street,IST
Dr. Kaitlin Watsica,dka8555@lionstate.edu,20,50464,1856380918,F,r7haxr52,9659 Rosewood Drive,DS
Fredy Rutherford,fru9222@lionstate.edu,22,30607,5077345109,M,f27vjkmy,336 Myrtle Street,DS
Henderson Conroy,hco6423@lionstate.edu,20,95825,1365734473,M,l29f8zdu,963 Court Road,CMPSC
Furman Anderson,fan4600@lionstate.edu,22,33406,6517035633,F,w7whiajz,9236 El Dorado St.,DS
Flavio Ferry,ffe7299@lionstate.edu,22,50836,9995348369,F,tl5jnyof,63 Lake Forest Road,EE
Gage Jenkins,gje9368@lionstate.edu,21,92105,9325961907,F,5qdetelc,7 Arch Court,DS
Dr. Keira Walter,dke5393@lionstate.edu,18,32784,4984512141,F,ohh4mwyn,8131 Elizabeth Ave.,PHYS
Grayce Haag,gha3078@lionstate.edu,19,72165,6879072865,M,x8bxllty,361 E. Sierra Street,CSE
Golden Schimmel,gsc7459@lionstate.edu,19,6264,3273120930,F,c30yd3xc,495 Jockey Hollow Ave.,IST
Elton Boyle IV,ebo8800@lionstate.edu,22,51355,7018501982,F,27nkuhp0,361 E. Sierra Street,MATH
Dr. Thurman Hudson,dth9255@lionstate.edu,21,83210,2729963522,M,wdsa15ev,608 North Addison St.,CHEM
Elwin Murazik Sr.,emu6564@lionstate.edu,20,61956,9559806829,F,1srrimo3,608 North Addison St.,EE
Herbert Hansen,hha5390@lionstate.edu,20,81125,7793125058,F,kjzty61o,232 W. Homewood Ave.,PHYS
Enid Harris,eha9004@lionstate.edu,21,6610,4307542971,M,pudh3q7q,461 Heather Street,PHYS
Halle Mann,hma5409@lionstate.edu,20,34983,5087392372,F,xkeuvdjo,266 Second Street,PHYS
Elian Quitzon,equ5569@lionstate.edu,19,50147,1914573503,F,5gopxrcu,8131 Elizabeth Ave.,EE
Holden Wilderman,hwi7295@lionstate.edu,19,62325,6098024692,F,z79z8qv6,55 Hall St.,ECON
Ena Waelchi,ewa4239@lionstate.edu,22,46573,3297388801,M,5lx2bx3y,7297 Applegate St.,ECON
Enola Kub,eku6733@lionstate.edu,21,62092,2602361602,M,nfqdx36h,9420 Tallwood Street,DS
Dr. Molly Hoeger,dmo3632@lionstate.edu,19,32145,6029960378,F,w3mm2evm,860 Wakehurst Dr.,CMPSC
Ebba Runte Sr.,eru8875@lionstate.edu,19,50573,2356242950,M,38y8b748,361 E. Sierra Street,MATH
Elyse Wisoky,ewi7053@lionstate.edu,22,62677,6042431281,M,y3qo6wcu,266 Second Street,DS
Gabriella Pfannerstill,gpf4338@lionstate.edu,21,34243,7758186350,F,t18b2zrh,4 Old Academy Drive,PHYS
Dexter Hirthe Jr.,dhi2046@lionstate.edu,21,6811,4375129991,M,jzfoezkr,863 Stillwater Road,STAT
Edward Orn,eor3911@lionstate.edu,18,67865,3048099356,F,18zrf9xy,308 Mammoth Dr.,CMPSC
Darrel Armstrong,dar8112@lionstate.edu,18,20053,5482921024,M,w6w1dk9x,4 Old Academy Drive,IST
Guiseppe Dooley,gdo2323@lionstate.edu,19,95726,5023869994,F,jytu2joh,119 Harvey Street,IST
Dion Mosciski,dmo8469@lionstate.edu,18,90270,7048955791,F,hj4cclt0,182 Spring Street,IST
Dr. Josiane Herzog,djo7177@lionstate.edu,20,34448,9953422895,F,cg3nnw0w,8378 West Pulaski Ave.,DS
Dorcas Gorczany,dgo7552@lionstate.edu,22,90064,2419993359,F,wqxumezb,7529 Old Sunset Road,STAT
Ike Weissnat,iwe8564@lionstate.edu,20,47924,6093267961,F,1eaym6hq,495 Jockey Hollow Ave.,STAT
Dayton Swaniawski,dsw8653@lionstate.edu,19,94938,6022352024,M,ywux4080,259 Cleveland Road,CSE
Dolly Schulist,dsc8667@lionstate.edu,18,61015,3612110418,M,w5fqnpdm,453 North Elm Dr.,EE
Hallie Langworth,hla2951@lionstate.edu,21,34465,1751640460,M,fjpasfn0,120 Heritage Lane,CSE
Deshaun Weissnat,dwe7522@lionstate.edu,20,83628,3998465170,M,6wq0yb12,91 S. Gartner Street,CMPSC
Frederique Torphy,fto3481@lionstate.edu,21,32211,9082556924,M,a9vg5adf,7764 Union Avenue,DS
Flossie Schoen,fsc6641@lionstate.edu,19,51443,1834427091,F,otygfrqd,9236 El Dorado St.,CSE
Dorris Schulist,dsc6224@lionstate.edu,21,85137,4056753519,M,ghv927fv,639 Princeton Rd.,CMPSC
Edwardo Stokes,est8109@lionstate.edu,22,91722,1989505838,M,ungh3o61,120 Heritage Lane,ECON
Glennie Turcotte II,gtu8968@lionstate.edu,21,81019,3903973237,F,gh7gg5yc,7450 West Manchester Street,STAT
Dr. Casandra Walsh,dca4962@lionstate.edu,21,86333,6775617684,M,vlcyuyli,3 North Linden Ave.,CSE
Elenora Kessler,eke2974@lionstate.edu,18,33004,4232844879,M,y17twvre,26 Johnson St.,IST
Freda Goldner,fgo6601@lionstate.edu,19,96096,7969800110,F,vp0hyviy,708 York Dr.,CHEM
Dante Auer,dau4671@lionstate.edu,22,71667,9771611214,M,pjk5uuph,7195 North Canterbury Circle,MATH
Flavie Stokes,fst4172@lionstate.edu,20,33178,9999216512,M,v2ac62yr,83 Corona Street,PHYS
Eusebio Wuckert,ewu3608@lionstate.edu,20,60952,7024033901,F,tnhnrl2s,26 Johnson St.,MATH
Hassan Hagenes,hha4579@lionstate.edu,18,47920,8868421161,M,02r32nem,8131 Elizabeth Ave.,ECON
Gerald Dibbert,gdi6403@lionstate.edu,19,83827,3638182203,M,uyv380bs,308 Mammoth Dr.,CSE
Geraldine Hodkiewicz V,gho9279@lionstate.edu,20,95923,8126183383,M,1kt3b9yp,9420 Tallwood Street,CMPSC
Horace Bernier,hbe9043@lionstate.edu,20,60048,1656692890,M,do9np1uo,361 E. Sierra Street,CHEM
Dr. Luna Goldner,dlu5342@lionstate.edu,21,61857,3313599677,F,8izk0vyb,608 North Addison St.,DS
Furman Wilkinson,fwi4093@lionstate.edu,18,95634,9459253688,M,zqmrasp4,8401 Green Rd.,CMPSC
Gunnar Bogan,gbo5236@lionstate.edu,21,95336,6229031783,M,61ps0ls8,120 Heritage Lane,CSE
Ervin Davis,eda1662@lionstate.edu,22,46764,5349337731,M,c08ymku9,9599 La Sierra St.,ECON
Elmira Robel Sr.,ero7419@lionstate.edu,22,83712,9692326632,M,sgmnaby3,9236 El Dorado St.,CMPSC
Erica Jewess,eje5154@lionstate.edu,22,34233,6889985750,F,2h2zgp0u,26 Johnson St.,PHYS
Garett Shields Jr.,gsh4183@lionstate.edu,18,20540,4857836299,M,fkxcd7sb,55 Hall St.,CMPSC
Dr. Morgan Sanford,dmo5043@lionstate.edu,20,95742,5717835950,F,yvon4auv,87 Vermont St.,CSE
Florida Hoeger,fho6099@lionstate.edu,19,67843,7246399973,M,lbkrizuu,8131 Elizabeth Ave.,CHEM
Gerda Ritchie,gri8843@lionstate.edu,18,71834,9832226673,M,kov519o8,185 E. Trenton Street,CMPEN
Henderson Morissette,hmo1766@lionstate.edu,19,61850,6697378039,M,pvksy5g9,461 Heather Street,CMPEN
Eleazar Greenholt,egr8661@lionstate.edu,20,95310,7483898353,M,nfs52rx9,83 Corona Street,CHEM
Elinore Moen,emo9364@lionstate.edu,22,92707,5032910141,M,jtcvb5mi,8687 N. Sleepy Hollow Court,ECON
Elwyn Gorczany,ego5088@lionstate.edu,19,30070,7654831259,M,kec1tvvq,453 North Elm Dr.,ECON
Donnie Conn,dco3584@lionstate.edu,21,81521,8307741150,F,30m8mgg8,83 Corona Street,IST
Eugenia Osinski,eos2514@lionstate.edu,19,67671,5251707543,F,5n7rxat6,55 Hall St.,ECON
Emanuel Kris,ekr7111@lionstate.edu,19,6256,9229223328,F,xuiy7mzm,87 Vermont St.,ECON
Ida Blanda,ibl7919@lionstate.edu,21,92003,6136801755,F,i2dfgepr,860 Wakehurst Dr.,CHEM
Dr. Lloyd Barrows,dll1126@lionstate.edu,20,62201,8213636060,M,4bkr5n7f,461 Heather Street,PHYS
Garnett Hessel,ghe6923@lionstate.edu,22,66869,3037232532,F,448p81am,9659 Rosewood Drive,MATH
Darwin Carroll IV,dca7691@lionstate.edu,18,60564,5038370688,F,vak3gwpe,9498 Newport Ave.,PHYS
Eda Marks,ema3198@lionstate.edu,18,60532,2953748438,F,f3e9tv4d,308 Mammoth Dr.,IST
Doris Koch,dko7141@lionstate.edu,18,33815,7223973774,M,443bieq9,453 North Elm Dr.,ECON
Greta Schowalter DDS,gsc8857@lionstate.edu,21,60657,5001660406,F,i54i8e4r,7313 Stillwater Lane,MATH
Gayle Pollich,gpo8007@lionstate.edu,19,19940,7724695810,M,zktkgfvs,860 Wakehurst Dr.,CMPSC
Enos Schulist,esc3235@lionstate.edu,20,91325,4487314346,F,vb0kg02i,336 Myrtle Street,CSE
Domenica Schumm,dsc1531@lionstate.edu,19,50543,2449302816,F,uwvxra29,8985 Cambridge Ave.,DS
Eugenia Rath,era5006@lionstate.edu,19,46260,7405652189,M,9gzrg9k4,266 Second Street,MATH
Dr. Oscar Rath,dos4686@lionstate.edu,22,32766,3205800437,F,uo1yl5kn,7529 Old Sunset Road,DS
Emmett Rodriguez,ero6656@lionstate.edu,19,50540,6365893980,F,23fvo5oo,7529 Old Sunset Road,CMPEN
Dean Sporer,dsp8278@lionstate.edu,22,60958,1888959336,F,c7h45b7v,798 North Euclid Drive,CHEM
Dulce Gulgowski,dgu2182@lionstate.edu,22,6023,1632728641,F,xuub6w1z,259 Cleveland Road,DS
Deondre Rutherford,dru6558@lionstate.edu,19,95412,4886700802,F,d712nupf,88 Harrison Street,ECON
Ezequiel Ratke,era8695@lionstate.edu,21,95490,3623607060,F,n0a9z5fp,6 Andover Dr.,PHYS
Gaylord Collins DVM,gco1287@lionstate.edu,22,83234,7411804045,M,ao2yf2ru,7450 West Manchester Street,DS
